year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,gender,,,,,,,,,,,,,
2009,Slovakia,Slovakia,Kamil Mikul?�k & Nela Pociskov�,Le? Tmou,38,2,,8,,,18,8,,,,,Rastislav Dubovsk�,Anna �igov�,Petronela Kolevsk�,"C�tim chladn�, tiene zradn�\nT�bou planie ?o je na dne\nPr�zdno v du�i, to sa st�va\nHork� pr�chu? temno m�va\n\nMy mus�me vyjs? z tie?ov, n�strah a slov\nSrdce daj, nez�faj, a le? tmou\n\nTie� to c�tim, tie� sa boj�m\nSen sa chveje strachom mojim\nChv�?a straty, chv�?a strachu\nKe? sa n�dej v�?a v prachu\n\nMy mus�me vyjs? z tie?ov n�strah a slov\nSrdce daj, nez�faj, a le? tmou\nMy mus�me vyjs? z tie?ov n�strah a slov\nSrdce daj, nez�faj, a le? tmou\n\nAle kam?\nNeviem v tejto chv�li ka�d� raz sa zm�li\nTicho vo mne �epk�: nezost�vaj s�m\n\nTie� to c�tim, tie� sa boj�m\nNezost�vaj s�m\n\nKe? sa bl�i odpustenie\nMraky ob�v odo�enie\nNezabl�di�, si si ist�\nKe? ?a niekto pevne ist�\n\nBo�e nech n�s tvoj hlas\nVedie temnotou v n�s\nDaj n�m dar, z�zrak sprav, l�sku vr�?\nL�ska, pros�m\n\nL�ska, pros�m, nech n�s tvoj hlas\nVedie temnotou v n�s\nDaj n�m dar, z�zrak sprav, stoj pri n�s\n\nL�ska, pros�m, nech n�s tvoj hlas\nVedie temnotou v n�s\nDaj n�m dar, z�zrak sprav, stoj pri n�s\nL�sku chr�?",https://youtube.com/watch?v=RLMU1u2ojfk,male,,,,,,,,,,,,
2009,Bulgaria,Bulgaria,Krassimir Avramov,Illusion,39,1,,11,,,16,7,,,,,Krassimir Avramov,William Tabanou,Casie Tabanou,Krassimir Avramov,William Tabanou,"Give me, give me your time\nShow me, show me you're mine\nGive me, give me your time\nShow me, show me you're mine\n(So I want your touch) All I want is your touch\n(Baby, need you much) Baby, need you so much\n\nShow me all I've never seen\nWrong, it feels so wrong\nTo be a part from afar\n\nYour lips could solve it for me\nYou don't know how\nYou don't know where to go, to go\n\nGive me, give me your time\nShow me, show me you're mine\n(So I want your touch) 'Cause I want your touch\n(Baby, need you much) Baby, need you so much\n\nGive me, give me your time\nShow me, show me you're mine\n(So I want your touch) All I want is your touch\n(Baby, need you much) Baby, need you so much, so much\n\nAha...\n??\n??\n\n(Give me, give me your time)\n(Show me, show me) you're mine\n(So I want your touch) 'Cause I want your touch\n(Baby, need you much) I need you so much\n\nGive me, give me your time\nShow me, show me you're mine\n(So I want your touch) All I want is your touch\n(Baby, need you much) I need you so much\n\n(Give me, give me your time)\n(Show me, show me you're mine)\n(So I want your touch)\n(Baby, need you much)",https://youtube.com/watch?v=Ov4QYpIttF0,male,,,,,,,,,,
2009,Latvia,Latvia,Intars Busulis,Probka,40,2,,3,,,19,7,,,,,K?rlis L?cis,J?nis Elsbergs,Sergej Timofejev,"?????? � ??? ??????, ??? ???\n???? ????, ?????, ?????? ? ??????? ??????\n?? ??????? ?????? ????? ?? ?????\n????? ? ???? ???? ??????? ?? ??????, ???????\n\n??????? ??????? ?????\n? ????? ?? ??????\n??? ????? � ????? ??? ?????\n?? ?????? ??? ??????\n\n??, ?????? ???? ?????? ? ?????\n? ????? ??????? ???? ?????\n? ???? ?????? ?? ????????\n? ???? ?? ????????? ????????\n\n?????? ? ?? ????, ??? ??\n?? ???? ???? ?????? ????? ? ?????\n??????, ??? ????? ????? ?????? ?????\n?? ??????? ??????? ?????????\n\n??? ??? ?? ???? ??? ?????\n""??? ???? ? ??????""\n? ? ?????? ????-????, ?? ?????? ???? ????\n? ???????, ??? ? ???, ?????? ??? ???? ???\n?????? ?????? CO2 � ?????? ??????\n\n????????? ??? ??????\n? ????? ?? ??????\n? ????? ?? ???? ??????\n?????? ??, ????????\n\n??, ?????? ???? ????? ? ?????\n? ????? ??????? ???? ?????\n? ???? ?????? ?? ????????\n? ???? ?? ????????? ????????\n\n??, ??????, ?????? ???? ? ?????\n? ????? ??????? ???? ?????\n? ???? ?????? ?? ????????\n? ???? ?? ????????? ????????\n\n??, ?????? ???? ????? ? ?????\n? ????? ??????? ???? ?????\n? ???? ?????? ?? ????????\n? ???? ?? ????????? ????????",https://youtube.com/watch?v=fTajw--jk8M,male,,,,,,,,,,,,
2009,Belgium,Belgium,Copycat,,41,1,,3,,,17,1,,,,,Miam Monster Miam,Jacques Duvall,"Way down in Memphis, Tennessee\nThere's a guy looking just like me\nWearing the same blue suede shoes\nSinging the same old blues\n\nWay down in the US of A\nThere's a guy doing things my way\nCombing the same greasy hair\nHugging the same teddy bear\n\nHe's a copycat, trying to steal my soul\nBut he's too fat to rock 'n' roll\nHe's a copycat, trying to steal my soul\nBut he's too fat to rock 'n' roll\n\nWay down in the deep deep South\nThere's a guy with a girly mouth\nEating the same banana sandwich\nDressed in the same kind of kitsch\n\nWay down by the Mississippi river\nThere's a guy with a voice that quivers\nDriving the same Cadillac car\nChasing the same lucky star\n\nHe's a copycat, trying to steal my soul\nBut he's too fat to rock 'n' roll\nHe's a copycat, trying to steal my soul\nBut he's too fat to rock 'n' roll\n\nWay down in America\nThere's a guy, rich and arrogant\nDating my fair Priscilla\nHe makes me want to hire a killer\n\nWay down in the land of the brave\nThere's a guy lying in his grave\n'Cause nobody duplicating my jive\nWill never get away with that alive\n\nHe was a copycat, trying to steal my soul\nNow he's too dead to rock 'n' roll\nHe was a copycat, trying to steal my soul\nNow he's too dead to rock 'n' roll\n\n(Copycat) To rock 'n' roll, rock 'n' roll, rock 'n' roll...\n(He's too dead) To rock 'n' roll, rock 'n' roll, rock 'n' roll...\n(Copy-copycat, copycat)\n(Copy-copycat, copycat)\n(Copy-copycat, copycat)\n(Copy-copycat, copycat) He was a copycat",https://youtube.com/watch?v=8qVdSbiYT8w,groupe,,,,,,,,,,,,,
2009,Czech Republic,Czech Republic,Gipsy.cz,Aven Romale,42,1,,2,,,18,0,,,,,Radoslav 'Gipsy' Banga,,"They used to call me Gipsy, hello there\nIt means no problem to me, I don't care\nTill I've got microphone making you act\nI love to be that gipsy rat\n\nWord ain't key to me\nI can't think that easily\nIf you keep that energy\nGipsy sounds like symphony\n\nHate me or love me, baby\nSpeed up from null to eighty\nIn next three seconds music turns you to slave it\n\n(Aven Romale)\nIf you really wanna understand, just sing it with me: ada dadadai...\n(Aven Romale)\nI can make you really sing like Gipsy: adadada adadada...\n(Aven Romale)\nIf you really wanna understand, just sing it with me: ada dadadai...\n(Aven Romale)\nI can make you really feel like Gipsy\nMusic is the miracle, rhythm is the mirror, that's right\n\nIt's truth that Gipsies are just everywhere\nIt means no problem to me, I don't care\nListen the song and free your frozen mind\nAnd let the colours all behind\n\n(I) can make you feel like\n(Gipsy) Let colour behind\n(Free) your Gipsy inside of your music soul to be like\n(Oh) And what a wonder\n(Truth) You got it inside\n(Aven ?ech, J�gr, pivo) Come together once more\n\n(Aven Romale)\nMa ker the �un man more\nListen and don't matter where you're from\nI'll make you jump, say it\n(Aven Romale)\n\nPraha Brno, normale\n?e�� v�, my name is Gee\nSo everybody rock with me, please\n(Aven Romale)\n\n(Aven Romale)\nIf you really wanna understand, just sing it with me: ada dadadai...\n(Aven Romale)\nI can make you really sing like Gipsy: adadada adadada...\n(Aven Romale)\nIf you really wanna understand, just sing it with me: ada dadadai...\n(Aven Romale)\nI can make you really feel like Gipsy\nMusic is the miracle, rhythm is the mirror, that's right\n\nI feel something wrong\nMade us separate the world on pieces\nWe got eyes and we still stay all so blind\n\n(Aven Romale)\nIf you really wanna understand, just sing it with me: ada dadadai...\n(Aven Romale)\nI can make you really feel like Gipsy\nMusic is the miracle, rhythm is the mirror, that's right",https://youtube.com/watch?v=JsjBPt-GeFc,groupe,,,,,,,,,,,,,
2010,de,Germany,Lena,Satellite,1,,22,,1,246,,,,,,,John Gordon,Julie Frost,,"I went everywhere for you\nI even did my hair for you\nI bought new underwear, they're blue\nAnd I wore 'em just the other day\n\nLove, you know I'll fight for you\nI left on the porch light for you\nWhether you are sweet or cool\nI'm gonna love you either way\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your love\n\nLove, I got it bad for you\nI saved the best I have for you\nYou sometimes make me sad and blue\nWouldn't have it any other way\n\nLove, my aim is straight and true\nCupid's arrow is just for you\nI even painted my toenails for you\nI did it just the other day\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your...\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\n\nWhere you go, I follow\nYou set the pace, we'll take it fast and slow\nI'll follow in your way\nYou got me, you got me\nA force more powerful than gravity\nIt's physics, there's no escape\n\nLove, my aim is straight and true\nCupid's arrow is just for you\nI even painted my toenails for you\nI did it just the other day\n\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLike a satellite, I'm in orbit all the way around you\nAnd I would fall out into the night\nCan't go a minute without your...\nLove, oh love, I gotta tell you how I feel about you\n'Cause I, oh I, can't go a minute without your love\nLove, love, love, love, love",https://youtube.com/watch?v=-qnsZgQe1tU,female,,,,,,,,,,,,
2010,tr,Turkey,maNga,We Could Be The Same,2,2,14,17,2,170,1,118,,,,,Ferman Akg�l,,"You could be the one in my dreams\nYou could be much more than you seem\nAnything I've wanted in life\nDo you understand what I mean?\nI can see that this could be fate\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't come as a surprise\nI've seen you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nAnd I feel I'm turning the page\nAnd I feel the world is a stage\nI don't think that drama will stop\nI don't think they'll give up the rage\nBut I know the world could be great\nI can love you more than they hate\nDoesn't matter who they will blame\nWe can beat them at their own game\n\nI can see it in your eyes\nIt doesn't count as a surprise\nI see you dancing like a star\nNo matter how different we are\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nFor all this time I've been loving you\nDon't even know your name\nFor just one night, we could be the same\nNo matter what they say\n\nNo matter what they say\nNo matter what they say\nWe could be the same\nNo matter what they say",https://youtube.com/watch?v=524Yy7JWBd4,groupe,,,,,,,,,,,,,
2010,ro,Romania,Paula Seling & Ovi,Playing With Fire,3,2,19,10,3,162,4,104,,,,,Ovidiu Cern?u?eanu,,"Girl, girl, girl, can't you see what you do to me tonight?\nBoy, boy, boy, if you're mean, I will start a fight tonight\nYou and I could try to stop � uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nBoy, boy, boy, what a fight, come and spend with me the night\nGirl, girl, girl, are you sure? � Uhu � I ain't here to fight, alright?\nYou and I could try to stop � uh boy, till you drop\nIf we get together now, we'll burn this place down\n\nYou and me, can't you see, we're playing with fire\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh ho...\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nYou and me, can't you see, we're playing with fire?\nTell me now, do you feel this burning desire?\nDon't stop, make it rock, it's taking us higher\nCould it be just a dream? Are you running away?\n\nUh ho... uh ho... uh\nIf we get together now, we'll burn this place down",https://youtube.com/watch?v=6OlG9g4-cyg,female,,,,,,,,,,,,,
2010,dk,Denmark,Chan�e & N'evergreen,In A Moment Like This,4,2,25,4,4,149,5,101,,,,,Erik Bernholm,Henrik Sethsson,Thomas G:son,Henrik Sethsson,Thomas G:son,"For as long as I remember\nFor as long as I've been blue\nEvery day since we've been parted\nAll I thought about was you\n\nDidn't need the time for sorrow\nDidn't need the time for pain\nWhat am I supposed to do\nWhen living without you\nWas the worst I ever knew?\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\nWanna know, wanna know, wanna know what I have to do\nWanna know, wanna know, wanna know how to get to you\nOh... in a moment like this\n\nEver since the day you left me\nOoh� ever since you went away\nI'm lost and I don't know\nWhere am I supposed to go?\nI still miss you so\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\n\nWhen I need for you to hold me\nSay you love and never leave me\nMy heart will forever be true\n\nIn a moment like this\nWanna know, wanna know, wanna know what you're looking for\nWanna know, wanna know, wanna know did you ask for more\nOh... in a moment like this\nWanna know, wanna know, wanna know what I have to do\nWanna know, wanna know, wanna know how to get to you\nOh... in a moment like this",https://youtube.com/watch?v=nNhIVQ1KBb8,duo,,,,,,,,,,
2010,az,Azerbaijan,Safura,Drip Drop,5,2,1,7,5,145,2,113,,,,,Anders Bagge,Stefan �rn,Sandra Bjurman,"You are my man, you are my half\nTell me what's happening\nI know something's wrong\nI can tell when you lie\nI can tell you've stopped trying\n\nAnd these last three weeks passed and we barely talked\nI think I know and it's breaking my heart\nAm I in or am I out?\n\nCan I love you forever through this?\nCan I trust in you forever through this?\nI don't know how to stop, how to stop\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nTell me where have you been? Why are you late?\nYou smell like lipstick again\nCome on, answer my question\nSay something\nWhy are you acting out?\n\nOh, say it's in my head\n\nCan I love you forever through this?\nCan I trust in you forever through this?\nI don't know how to stop, how to stop\n\nThese teardro-o-ops\nThat drip drop, drip drop\nDrip drop, drip drop\nWhoah... whoah...\n\nI don't wanna cry\nI don't wanna hear your name\nIf this is where it ends\nI don't wanna run\nRun away from myself\nAnd be lost again...\n\n(Can I love you forever through this?)\nOh no no no... oh no no no...\nCan I trust in you forever through this?\n\nI don't know (These teardro-o-ops)\nI don't know (That drip drop, drip drop)\nI don't know (Drip drop, drip drop)\nWhoah... whoah...",https://youtube.com/watch?v=7zWO-V0dmHg,female,,,,,,,,,,,,
